event_start_time,event_slug,event_title,poly_team1,poly_team2,team1_code,team2_code,elo_match_date,team1_elo_pre,team2_elo_pre,team1_goals,team2_goals,score_source,polymarket_team1_win_price,polymarket_draw_price,polymarket_team2_win_price,elo_team1_win_prob,elo_draw_prob,elo_team2_win_prob,elo_source
2026-06-22T17:00:00Z,fifwc-arg-aut-2026-06-22,Argentina vs. Austria,Argentina,Austria,AR,AT,2026-06-22 00:00:00+00:00,2128.0,1857.0,2,0,polymarket_event_score,0.675611111111111,0.21444444444444447,0.11366666666666679,0.6382950736074641,0.22757629520560485,0.13412863118693097,2026_results.tsv
2026-06-22T21:00:00Z,fifwc-fra-irq-2026-06-22,France vs. Iraq,France,Iraq,FR,IQ,2026-06-22 00:00:00+00:00,2084.0,1592.0,3,0,polymarket_event_score,0.9068888888888889,0.0726666666666666,0.025494444444444465,0.8015256519702583,0.15127701855299786,0.047197329476743856,2026_results.tsv
2026-06-23T00:00:00Z,fifwc-nor-sen-2026-06-22,Norway vs. Senegal,Norway,Senegal,NO,SN,2026-06-22 00:00:00+00:00,1929.0,1839.0,3,2,polymarket_event_score,0.4140555555555555,0.28338888888888897,0.3076666666666666,0.45538492904336764,0.2733595079918533,0.27125556296477893,2026_results.tsv
2026-06-23T03:00:00Z,fifwc-jor-alg-2026-06-22,Jordan vs. Algeria,Jordan,Algeria,JO,DZ,2026-06-22 00:00:00+00:00,1653.0,1759.0,1,2,polymarket_event_score,0.14605555555555547,0.22391666666666657,0.6395277777777777,0.2566720346438448,0.27085327042369617,0.472474694932459,2026_results.tsv
2026-06-23T17:00:00Z,fifwc-prt-uzb-2026-06-23,Portugal vs. Uzbekistan,Portugal,Uzbekistan,PT,UZ,2026-06-23 00:00:00+00:00,1967.0,1698.0,5,0,polymarket_event_score,0.8550000000000001,0.1050000000000001,0.04500000000000007,0.6364703458153221,0.22823576727301564,0.13529388691166228,2026_results.tsv
2026-06-23T20:00:00Z,fifwc-eng-gha-2026-06-23,England vs. Ghana,England,Ghana,EN,GH,2026-06-23 00:00:00+00:00,2055.0,1557.0,0,0,polymarket_event_score,0.8284444444444444,0.12377777777777776,0.05355555555555551,0.8049000674406546,0.14931295631934322,0.045786976240002185,2026_results.tsv
2026-06-23T23:00:00Z,fifwc-pan-hrv-2026-06-23,Panama vs. Croatia,Panama,Croatia,PA,HR,2026-06-23 00:00:00+00:00,1683.0,1880.0,0,1,polymarket_event_score,0.11988888888888892,0.20869444444444443,0.6726944444444445,0.1825033716728014,0.2502513464599573,0.5672452818672413,2026_results.tsv
2026-06-24T02:00:00Z,fifwc-col-cdr-2026-06-23,Colombia vs. DR Congo,Colombia,DR Congo,CO,CD,2026-06-23 00:00:00+00:00,1998.0,1674.0,1,0,polymarket_event_score,0.6315555555555554,0.235,0.13391666666666663,0.6844738633938642,0.20951368712257096,0.10601244948356472,2026_results.tsv
2026-06-24T19:00:00Z,fifwc-che-can-2026-06-24,Switzerland vs. Canada,Switzerland,Canada,CH,CA,2026-06-24 00:00:00+00:00,1885.0,1777.0,2,1,polymarket_event_score,0.41500000000000004,0.31499999999999995,0.28500000000000003,0.47460699892341957,0.270513951874842,0.2548790492017384,2026_results.tsv
2026-06-24T19:00:00Z,fifwc-bih-qat-2026-06-24,Bosnia-Herzegovina vs. Qatar,Bosnia-Herzegovina,Qatar,BA,QA,2026-06-24 00:00:00+00:00,1596.0,1437.0,3,1,polymarket_event_score,0.7050000000000001,0.17500000000000002,0.11499999999999999,0.5283835543384044,0.2600487811285683,0.2115676645330273,2026_results.tsv
2026-06-24T22:00:00Z,fifwc-mar-hai-2026-06-24,Morocco vs. Haiti,Morocco,Haiti,MA,HT,2026-06-24 00:00:00+00:00,1866.0,1528.0,4,2,polymarket_event_score,0.825,0.125,0.04500000000000002,0.6959451016430164,0.20461172323767352,0.0994431751193101,2026_results.tsv
2026-06-24T22:00:00Z,fifwc-sco-bra-2026-06-24,Scotland vs. Brazil,Scotland,Brazil,SQ,BR,2026-06-24 00:00:00+00:00,1768.0,1986.0,0,3,polymarket_event_score,0.09499999999999999,0.17500000000000002,0.735,0.16766792912458986,0.24423366745344777,0.5880984034219624,2026_results.tsv
2026-06-25T01:00:00Z,fifwc-cze-mex-2026-06-24,Czechia vs. Mexico,Czechia,Mexico,CZ,MX,2026-06-24 00:00:00+00:00,1696.0,1896.0,0,3,polymarket_event_score,0.24272222222222217,0.2407777777777778,0.5191111111111111,0.1803301671818998,0.2494157736843493,0.5702540591337508,2026_results.tsv
2026-06-25T01:00:00Z,fifwc-rsa-kr-2026-06-24,South Africa vs. Korea Republic,South Africa,Korea Republic,ZA,KR,2026-06-24 00:00:00+00:00,1528.0,1771.0,1,0,polymarket_event_score,0.15755555555555562,0.23944444444444446,0.6031666666666666,0.15115448572486578,0.23660644513407444,0.6122390691410599,2026_results.tsv
2026-06-25T20:00:00Z,fifwc-ecu-ger-2026-06-25,Ecuador vs. Germany,Ecuador,Germany,EC,DE,2026-06-25 00:00:00+00:00,1864.0,1954.0,2,1,polymarket_event_score,0.19039058171745152,0.20071952908587257,0.6127195290858725,0.27125556296477893,0.2733595079918533,0.4553849290433677,2026_results.tsv
2026-06-25T20:00:00Z,fifwc-kor-civ-2026-06-25,Curaçao vs. Côte d'Ivoire,Curaçao,Côte d'Ivoire,CW,CI,2026-06-25 00:00:00+00:00,1453.0,1728.0,0,2,polymarket_event_score,0.05847783933518004,0.11754570637119117,0.828264542936288,0.13182136039688033,0.22625142323845765,0.6419272163646621,2026_results.tsv
2026-06-25T23:00:00Z,fifwc-jpn-swe-2026-06-25,Japan vs. Sweden,Japan,Sweden,JP,SE,2026-06-25 00:00:00+00:00,1925.0,1727.0,1,1,polymarket_event_score,0.47524930555555556,0.2830194444444445,0.24712083333333335,0.5682492655545368,0.24997375477864964,0.18177697966681358,2026_results.tsv
2026-06-25T23:00:00Z,fifwc-tun-nld-2026-06-25,Tunisia vs. Netherlands,Tunisia,Netherlands,TN,NL,2026-06-25 00:00:00+00:00,1570.0,1972.0,1,3,polymarket_event_score,0.03070277777777776,0.08511111111111122,0.8920833333333332,0.0735859919968602,0.18203323174956915,0.7443807762535707,2026_results.tsv
2026-06-26T02:00:00Z,fifwc-par-aus-2026-06-25,Paraguay vs. Australia,Paraguay,Australia,PY,AU,2026-06-25 00:00:00+00:00,1816.0,1798.0,0,0,polymarket_event_score,0.36655555555555563,0.42069444444444437,0.21711111111111106,0.3787764448267578,0.27972964491244207,0.34149391026080006,2026_results.tsv
2026-06-26T02:00:00Z,fifwc-tur-usa-2026-06-25,Türkiye vs. United States,Türkiye,United States,TR,US,2026-06-25 00:00:00+00:00,1813.0,1820.0,3,2,polymarket_event_score,0.2521111111111111,0.22402777777777777,0.5284722222222222,0.35276788252213453,0.27995908719612833,0.36727303028173724,2026_results.tsv
2026-06-26T19:00:00Z,fifwc-nor-fra-2026-06-26,Norway vs. France,Norway,France,NO,FR,2026-06-26 00:00:00+00:00,1951.0,2090.0,1,4,polymarket_event_score,0.17080555555555554,0.19083333333333335,0.6408611111111111,0.22798439119824385,0.26455175376882495,0.5074638550329312,2026_results.tsv
2026-06-26T19:00:00Z,fifwc-sen-irq-2026-06-26,Senegal vs. Iraq,Senegal,Iraq,SN,IQ,2026-06-26 00:00:00+00:00,1817.0,1586.0,5,0,polymarket_event_score,0.795,0.1341111111111111,0.07505555555555554,0.600749537824183,0.24032501380669596,0.15892544836912104,2026_results.tsv
2026-06-27T00:00:00Z,fifwc-cvi-ksa-2026-06-26,Cabo Verde vs. Saudi Arabia,Cabo Verde,Saudi Arabia,CV,SA,2026-06-26 00:00:00+00:00,1625.0,1593.0,0,0,polymarket_event_score,0.3575207756232687,0.2852216066481995,0.3618975069252078,0.3935295036779478,0.2791469123027199,0.32732358401933226,2026_results.tsv
