strategy,match_number,event_start_time,event_title,actual_outcome,selection_outcome,selection,bet_placed,pnl,cumulative_pnl
NO lowest Elo probability,47,2026-06-23T23:00:00Z,Panama vs. Croatia,team2_win,team1_win,NO Panama,True,13.622017422042676,210.09780090843051
NO lowest Elo probability,48,2026-06-24T02:00:00Z,Colombia vs. DR Congo,team1_win,team2_win,NO DR Congo,True,15.462330414702198,225.5601313231327
NO lowest Elo probability,49,2026-06-24T19:00:00Z,Switzerland vs. Canada,team1_win,team2_win,NO Canada,True,39.860139860139874,265.4202711832726
NO lowest Elo probability,50,2026-06-24T19:00:00Z,Bosnia-Herzegovina vs. Qatar,team1_win,team2_win,NO Qatar,True,12.994350282485879,278.41462146575844
NO lowest Elo probability,51,2026-06-24T22:00:00Z,Morocco vs. Haiti,team1_win,team2_win,NO Haiti,True,4.712041884816753,283.1266633505752
NO lowest Elo probability,52,2026-06-24T22:00:00Z,Scotland vs. Brazil,team2_win,team1_win,NO Scotland,True,10.497237569060779,293.623900919636
NO lowest Elo probability,53,2026-06-25T01:00:00Z,Czechia vs. Mexico,team2_win,team1_win,NO Czechia,True,32.05194042990242,325.6758413495384
NO lowest Elo probability,54,2026-06-25T01:00:00Z,South Africa vs. Korea Republic,team1_win,team1_win,NO South Africa,True,-100.0,225.67584134953842
NO lowest Elo probability,55,2026-06-25T20:00:00Z,Ecuador vs. Germany,draw,team1_win,NO Ecuador,True,23.516349664179238,249.19219101371766
NO lowest Elo probability,56,2026-06-25T20:00:00Z,Curaçao vs. Côte d'Ivoire,team2_win,team1_win,NO Curaçao,True,6.210989159712188,255.40318017342983
NO low-prob overpriced,1,2026-06-11T19:00:00Z,Mexico vs. South Africa,team1_win,,,False,0.0,0.0
NO low-prob overpriced,2,2026-06-12T02:00:00Z,Korea Republic vs. Czechia,team1_win,,,False,0.0,0.0
NO low-prob overpriced,3,2026-06-12T19:00:00Z,Canada vs. Bosnia-Herzegovina,draw,,,False,0.0,0.0
NO low-prob overpriced,4,2026-06-13T01:00:00Z,United States vs. Paraguay,team1_win,,,False,0.0,0.0
NO low-prob overpriced,5,2026-06-13T19:00:00Z,Qatar vs. Switzerland,draw,,,False,0.0,0.0
NO low-prob overpriced,6,2026-06-13T22:00:00Z,Brazil vs. Morocco,draw,,,False,0.0,0.0
NO low-prob overpriced,7,2026-06-14T01:00:00Z,Haiti vs. Scotland,team2_win,,,False,0.0,0.0
NO low-prob overpriced,8,2026-06-14T04:00:00Z,Australia vs. Türkiye,team1_win,,,False,0.0,0.0
NO low-prob overpriced,9,2026-06-14T17:00:00Z,Germany vs. Curaçao,team1_win,,,False,0.0,0.0
NO low-prob overpriced,10,2026-06-14T20:00:00Z,Netherlands vs. Japan,draw,,,False,0.0,0.0
NO low-prob overpriced,11,2026-06-14T23:00:00Z,Côte d'Ivoire vs. Ecuador,team1_win,team1_win,NO Côte d'Ivoire,True,-100.0,-100.0
NO low-prob overpriced,12,2026-06-15T02:00:00Z,Sweden vs. Tunisia,team1_win,,,False,0.0,-100.0
NO low-prob overpriced,13,2026-06-15T16:00:00Z,Spain vs. Cabo Verde,draw,,,False,0.0,-100.0
NO low-prob overpriced,14,2026-06-15T19:00:00Z,Belgium vs. Egypt,draw,,,False,0.0,-100.0
NO low-prob overpriced,15,2026-06-15T22:00:00Z,Saudi Arabia vs. Uruguay,draw,,,False,0.0,-100.0
NO low-prob overpriced,16,2026-06-16T01:00:00Z,IR Iran vs. New Zealand,draw,,,False,0.0,-100.0
NO low-prob overpriced,17,2026-06-16T19:00:00Z,France vs. Senegal,team1_win,,,False,0.0,-100.0
NO low-prob overpriced,18,2026-06-16T22:00:00Z,Iraq vs. Norway,team2_win,,,False,0.0,-100.0
NO low-prob overpriced,19,2026-06-17T01:00:00Z,Argentina vs. Algeria,team1_win,,,False,0.0,-100.0
NO low-prob overpriced,20,2026-06-17T04:00:00Z,Austria vs. Jordan,team1_win,,,False,0.0,-100.0
NO low-prob overpriced,21,2026-06-17T17:00:00Z,Portugal vs. DR Congo,draw,,,False,0.0,-100.0
NO low-prob overpriced,22,2026-06-17T20:00:00Z,England vs. Croatia,team1_win,,,False,0.0,-100.0
NO low-prob overpriced,23,2026-06-17T23:00:00Z,Ghana vs. Panama,team1_win,team1_win,NO Ghana,True,-100.0,-200.0
NO low-prob overpriced,24,2026-06-18T02:00:00Z,Uzbekistan vs. Colombia,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,25,2026-06-18T16:00:00Z,Czechia vs. South Africa,draw,,,False,0.0,-200.0
NO low-prob overpriced,26,2026-06-18T19:00:00Z,Switzerland vs. Bosnia-Herzegovina,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,27,2026-06-18T22:00:00Z,Canada vs. Qatar,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,28,2026-06-19T01:00:00Z,Mexico vs. Korea Republic,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,29,2026-06-19T19:00:00Z,United States vs. Australia,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,30,2026-06-19T22:00:00Z,Scotland vs. Morocco,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,31,2026-06-20T00:30:00Z,Brazil vs. Haiti,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,32,2026-06-20T03:00:00Z,Türkiye vs. Paraguay,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,33,2026-06-20T17:00:00Z,Netherlands vs. Sweden,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,34,2026-06-20T20:00:00Z,Germany vs. Côte d'Ivoire,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,35,2026-06-21T00:00:00Z,Ecuador vs. Curaçao,draw,,,False,0.0,-200.0
NO low-prob overpriced,36,2026-06-21T04:00:00Z,Tunisia vs. Japan,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,37,2026-06-21T16:00:00Z,Spain vs. Saudi Arabia,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,38,2026-06-21T19:00:00Z,Belgium vs. IR Iran,draw,,,False,0.0,-200.0
NO low-prob overpriced,39,2026-06-21T22:00:00Z,Uruguay vs. Cabo Verde,draw,,,False,0.0,-200.0
NO low-prob overpriced,40,2026-06-22T01:00:00Z,New Zealand vs. Egypt,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,41,2026-06-22T17:00:00Z,Argentina vs. Austria,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,42,2026-06-22T21:00:00Z,France vs. Iraq,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,43,2026-06-23T00:00:00Z,Norway vs. Senegal,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,44,2026-06-23T03:00:00Z,Jordan vs. Algeria,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,45,2026-06-23T17:00:00Z,Portugal vs. Uzbekistan,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,46,2026-06-23T20:00:00Z,England vs. Ghana,draw,,,False,0.0,-200.0
NO low-prob overpriced,47,2026-06-23T23:00:00Z,Panama vs. Croatia,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,48,2026-06-24T02:00:00Z,Colombia vs. DR Congo,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,49,2026-06-24T19:00:00Z,Switzerland vs. Canada,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,50,2026-06-24T19:00:00Z,Bosnia-Herzegovina vs. Qatar,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,51,2026-06-24T22:00:00Z,Morocco vs. Haiti,team1_win,,,False,0.0,-200.0
NO low-prob overpriced,52,2026-06-24T22:00:00Z,Scotland vs. Brazil,team2_win,,,False,0.0,-200.0
NO low-prob overpriced,53,2026-06-25T01:00:00Z,Czechia vs. Mexico,team2_win,team1_win,NO Czechia,True,32.05194042990242,-167.94805957009757
NO low-prob overpriced,54,2026-06-25T01:00:00Z,South Africa vs. Korea Republic,team1_win,,,False,0.0,-167.94805957009757
NO low-prob overpriced,55,2026-06-25T20:00:00Z,Ecuador vs. Germany,draw,,,False,0.0,-167.94805957009757
NO low-prob overpriced,56,2026-06-25T20:00:00Z,Curaçao vs. Côte d'Ivoire,team2_win,,,False,0.0,-167.94805957009757
NO overpriced draw,1,2026-06-11T19:00:00Z,Mexico vs. South Africa,team1_win,,,False,0.0,0.0
NO overpriced draw,2,2026-06-12T02:00:00Z,Korea Republic vs. Czechia,team1_win,draw,NO Draw,True,45.98540145985397,45.98540145985397
NO overpriced draw,3,2026-06-12T19:00:00Z,Canada vs. Bosnia-Herzegovina,draw,draw,NO Draw,True,-100.0,-54.01459854014603
NO overpriced draw,4,2026-06-13T01:00:00Z,United States vs. Paraguay,team1_win,draw,NO Draw,True,41.978230004732595,-12.036368535413438
NO overpriced draw,5,2026-06-13T19:00:00Z,Qatar vs. Switzerland,draw,,,False,0.0,-12.036368535413438
NO overpriced draw,6,2026-06-13T22:00:00Z,Brazil vs. Morocco,draw,,,False,0.0,-12.036368535413438
NO overpriced draw,7,2026-06-14T01:00:00Z,Haiti vs. Scotland,team2_win,,,False,0.0,-12.036368535413438
NO overpriced draw,8,2026-06-14T04:00:00Z,Australia vs. Türkiye,team1_win,,,False,0.0,-12.036368535413438
NO overpriced draw,9,2026-06-14T17:00:00Z,Germany vs. Curaçao,team1_win,,,False,0.0,-12.036368535413438
NO overpriced draw,10,2026-06-14T20:00:00Z,Netherlands vs. Japan,draw,,,False,0.0,-12.036368535413438
NO overpriced draw,11,2026-06-14T23:00:00Z,Côte d'Ivoire vs. Ecuador,team1_win,draw,NO Draw,True,50.30687653960171,38.27050800418827
NO overpriced draw,12,2026-06-15T02:00:00Z,Sweden vs. Tunisia,team1_win,,,False,0.0,38.27050800418827
NO overpriced draw,13,2026-06-15T16:00:00Z,Spain vs. Cabo Verde,draw,,,False,0.0,38.27050800418827
NO overpriced draw,14,2026-06-15T19:00:00Z,Belgium vs. Egypt,draw,,,False,0.0,38.27050800418827
NO overpriced draw,15,2026-06-15T22:00:00Z,Saudi Arabia vs. Uruguay,draw,,,False,0.0,38.27050800418827
NO overpriced draw,16,2026-06-16T01:00:00Z,IR Iran vs. New Zealand,draw,draw,NO Draw,True,-100.0,-61.72949199581173
NO overpriced draw,17,2026-06-16T19:00:00Z,France vs. Senegal,team1_win,,,False,0.0,-61.72949199581173
NO overpriced draw,18,2026-06-16T22:00:00Z,Iraq vs. Norway,team2_win,,,False,0.0,-61.72949199581173
NO overpriced draw,19,2026-06-17T01:00:00Z,Argentina vs. Algeria,team1_win,,,False,0.0,-61.72949199581173
NO overpriced draw,20,2026-06-17T04:00:00Z,Austria vs. Jordan,team1_win,,,False,0.0,-61.72949199581173
NO overpriced draw,21,2026-06-17T17:00:00Z,Portugal vs. DR Congo,draw,,,False,0.0,-61.72949199581173
NO overpriced draw,22,2026-06-17T20:00:00Z,England vs. Croatia,team1_win,,,False,0.0,-61.72949199581173
NO overpriced draw,23,2026-06-17T23:00:00Z,Ghana vs. Panama,team1_win,draw,NO Draw,True,43.12408062656541,-18.60541136924632
NO overpriced draw,24,2026-06-18T02:00:00Z,Uzbekistan vs. Colombia,team2_win,,,False,0.0,-18.60541136924632
NO overpriced draw,25,2026-06-18T16:00:00Z,Czechia vs. South Africa,draw,,,False,0.0,-18.60541136924632
NO overpriced draw,26,2026-06-18T19:00:00Z,Switzerland vs. Bosnia-Herzegovina,team1_win,,,False,0.0,-18.60541136924632
NO overpriced draw,27,2026-06-18T22:00:00Z,Canada vs. Qatar,team1_win,,,False,0.0,-18.60541136924632
NO overpriced draw,28,2026-06-19T01:00:00Z,Mexico vs. Korea Republic,team1_win,draw,NO Draw,True,42.04265225196791,23.43724088272159
NO overpriced draw,29,2026-06-19T19:00:00Z,United States vs. Australia,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,30,2026-06-19T22:00:00Z,Scotland vs. Morocco,team2_win,,,False,0.0,23.43724088272159
NO overpriced draw,31,2026-06-20T00:30:00Z,Brazil vs. Haiti,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,32,2026-06-20T03:00:00Z,Türkiye vs. Paraguay,team2_win,,,False,0.0,23.43724088272159
NO overpriced draw,33,2026-06-20T17:00:00Z,Netherlands vs. Sweden,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,34,2026-06-20T20:00:00Z,Germany vs. Côte d'Ivoire,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,35,2026-06-21T00:00:00Z,Ecuador vs. Curaçao,draw,,,False,0.0,23.43724088272159
NO overpriced draw,36,2026-06-21T04:00:00Z,Tunisia vs. Japan,team2_win,,,False,0.0,23.43724088272159
NO overpriced draw,37,2026-06-21T16:00:00Z,Spain vs. Saudi Arabia,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,38,2026-06-21T19:00:00Z,Belgium vs. IR Iran,draw,,,False,0.0,23.43724088272159
NO overpriced draw,39,2026-06-21T22:00:00Z,Uruguay vs. Cabo Verde,draw,,,False,0.0,23.43724088272159
NO overpriced draw,40,2026-06-22T01:00:00Z,New Zealand vs. Egypt,team2_win,,,False,0.0,23.43724088272159
NO overpriced draw,41,2026-06-22T17:00:00Z,Argentina vs. Austria,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,42,2026-06-22T21:00:00Z,France vs. Iraq,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,43,2026-06-23T00:00:00Z,Norway vs. Senegal,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,44,2026-06-23T03:00:00Z,Jordan vs. Algeria,team2_win,,,False,0.0,23.43724088272159
NO overpriced draw,45,2026-06-23T17:00:00Z,Portugal vs. Uzbekistan,team1_win,,,False,0.0,23.43724088272159
NO overpriced draw,46,2026-06-23T20:00:00Z,England vs. Ghana,draw,,,False,0.0,23.43724088272159
NO overpriced draw,47,2026-06-23T23:00:00Z,Panama vs. Croatia,team2_win,,,False,0.0,23.43724088272159
NO overpriced draw,48,2026-06-24T02:00:00Z,Colombia vs. DR Congo,team1_win,draw,NO Draw,True,30.718954248366014,54.1561951310876
NO overpriced draw,49,2026-06-24T19:00:00Z,Switzerland vs. Canada,team1_win,draw,NO Draw,True,45.98540145985402,100.14159659094162
NO overpriced draw,50,2026-06-24T19:00:00Z,Bosnia-Herzegovina vs. Qatar,team1_win,,,False,0.0,100.14159659094162
NO overpriced draw,51,2026-06-24T22:00:00Z,Morocco vs. Haiti,team1_win,,,False,0.0,100.14159659094162
NO overpriced draw,52,2026-06-24T22:00:00Z,Scotland vs. Brazil,team2_win,,,False,0.0,100.14159659094162
NO overpriced draw,53,2026-06-25T01:00:00Z,Czechia vs. Mexico,team2_win,,,False,0.0,100.14159659094162
NO overpriced draw,54,2026-06-25T01:00:00Z,South Africa vs. Korea Republic,team1_win,,,False,0.0,100.14159659094162
NO overpriced draw,55,2026-06-25T20:00:00Z,Ecuador vs. Germany,draw,,,False,0.0,100.14159659094162
NO overpriced draw,56,2026-06-25T20:00:00Z,Curaçao vs. Côte d'Ivoire,team2_win,,,False,0.0,100.14159659094162
NO Polymarket favorite,1,2026-06-11T19:00:00Z,Mexico vs. South Africa,team1_win,team1_win,NO Mexico,True,-100.0,-100.0
NO Polymarket favorite,2,2026-06-12T02:00:00Z,Korea Republic vs. Czechia,team1_win,team1_win,NO Korea Republic,True,-100.0,-200.0
NO Polymarket favorite,3,2026-06-12T19:00:00Z,Canada vs. Bosnia-Herzegovina,draw,team1_win,NO Canada,True,115.0280731095449,-84.9719268904551
NO Polymarket favorite,4,2026-06-13T01:00:00Z,United States vs. Paraguay,team1_win,team1_win,NO United States,True,-100.0,-184.9719268904551
NO Polymarket favorite,5,2026-06-13T19:00:00Z,Qatar vs. Switzerland,draw,team2_win,NO Switzerland,True,446.1165048543686,261.1445779639135
NO Polymarket favorite,6,2026-06-13T22:00:00Z,Brazil vs. Morocco,draw,team1_win,NO Brazil,True,140.96385542168673,402.1084333856002
NO Polymarket favorite,7,2026-06-14T01:00:00Z,Haiti vs. Scotland,team2_win,team2_win,NO Scotland,True,-100.0,302.1084333856002
NO Polymarket favorite,8,2026-06-14T04:00:00Z,Australia vs. Türkiye,team1_win,team2_win,NO Türkiye,True,134.32923257176336,436.4376659573636
NO Polymarket favorite,9,2026-06-14T17:00:00Z,Germany vs. Curaçao,team1_win,team1_win,NO Germany,True,-100.0,336.4376659573636
NO Polymarket favorite,10,2026-06-14T20:00:00Z,Netherlands vs. Japan,draw,team1_win,NO Netherlands,True,87.96011068762071,424.3977766449843
NO Polymarket favorite,11,2026-06-14T23:00:00Z,Côte d'Ivoire vs. Ecuador,team1_win,team2_win,NO Ecuador,True,60.2136181575434,484.6113948025277
NO Polymarket favorite,12,2026-06-15T02:00:00Z,Sweden vs. Tunisia,team1_win,team1_win,NO Sweden,True,-100.0,384.6113948025277
NO Polymarket favorite,13,2026-06-15T16:00:00Z,Spain vs. Cabo Verde,draw,team1_win,NO Spain,True,1107.2434607645878,1491.8548555671155
NO Polymarket favorite,14,2026-06-15T19:00:00Z,Belgium vs. Egypt,draw,team1_win,NO Belgium,True,165.29108327192347,1657.145938839039
NO Polymarket favorite,15,2026-06-15T22:00:00Z,Saudi Arabia vs. Uruguay,draw,team2_win,NO Uruguay,True,205.73248407643305,1862.878422915472
NO Polymarket favorite,16,2026-06-16T01:00:00Z,IR Iran vs. New Zealand,draw,team1_win,NO IR Iran,True,118.15537510604779,1981.0337980215197
NO Polymarket favorite,17,2026-06-16T19:00:00Z,France vs. Senegal,team1_win,team1_win,NO France,True,-100.0,1881.0337980215197
NO Polymarket favorite,18,2026-06-16T22:00:00Z,Iraq vs. Norway,team2_win,team2_win,NO Norway,True,-100.0,1781.0337980215197
NO Polymarket favorite,19,2026-06-17T01:00:00Z,Argentina vs. Algeria,team1_win,team1_win,NO Argentina,True,-100.0,1681.0337980215197
NO Polymarket favorite,20,2026-06-17T04:00:00Z,Austria vs. Jordan,team1_win,team1_win,NO Austria,True,-100.0,1581.0337980215197
NO Polymarket favorite,21,2026-06-17T17:00:00Z,Portugal vs. DR Congo,draw,team1_win,NO Portugal,True,324.078218871481,1905.1120168930008
NO Polymarket favorite,22,2026-06-17T20:00:00Z,England vs. Croatia,team1_win,team1_win,NO England,True,-100.0,1805.1120168930008
NO Polymarket favorite,23,2026-06-17T23:00:00Z,Ghana vs. Panama,team1_win,team1_win,NO Ghana,True,-100.0,1705.1120168930008
NO Polymarket favorite,24,2026-06-18T02:00:00Z,Uzbekistan vs. Colombia,team2_win,team2_win,NO Colombia,True,-100.0,1605.1120168930008
NO Polymarket favorite,25,2026-06-18T16:00:00Z,Czechia vs. South Africa,draw,team1_win,NO Czechia,True,111.15607953545666,1716.2680964284575
NO Polymarket favorite,26,2026-06-18T19:00:00Z,Switzerland vs. Bosnia-Herzegovina,team1_win,team1_win,NO Switzerland,True,-100.0,1616.2680964284575
NO Polymarket favorite,27,2026-06-18T22:00:00Z,Canada vs. Qatar,team1_win,team1_win,NO Canada,True,-100.0,1516.2680964284575
NO Polymarket favorite,28,2026-06-19T01:00:00Z,Mexico vs. Korea Republic,team1_win,team1_win,NO Mexico,True,-100.0,1416.2680964284575
NO Polymarket favorite,29,2026-06-19T19:00:00Z,United States vs. Australia,team1_win,team1_win,NO United States,True,-100.0,1316.2680964284575
NO Polymarket favorite,30,2026-06-19T22:00:00Z,Scotland vs. Morocco,team2_win,team2_win,NO Morocco,True,-100.0,1216.2680964284575
NO Polymarket favorite,31,2026-06-20T00:30:00Z,Brazil vs. Haiti,team1_win,team1_win,NO Brazil,True,-100.0,1116.2680964284575
NO Polymarket favorite,32,2026-06-20T03:00:00Z,Türkiye vs. Paraguay,team2_win,team1_win,NO Türkiye,True,88.7089164963044,1204.9770129247618
NO Polymarket favorite,33,2026-06-20T17:00:00Z,Netherlands vs. Sweden,team1_win,team1_win,NO Netherlands,True,-100.0,1104.9770129247618
NO Polymarket favorite,34,2026-06-20T20:00:00Z,Germany vs. Côte d'Ivoire,team1_win,team1_win,NO Germany,True,-100.0,1004.9770129247618
NO Polymarket favorite,35,2026-06-21T00:00:00Z,Ecuador vs. Curaçao,draw,team1_win,NO Ecuador,True,553.0019952838743,1557.979008208636
NO Polymarket favorite,36,2026-06-21T04:00:00Z,Tunisia vs. Japan,team2_win,team2_win,NO Japan,True,-100.0,1457.979008208636
NO Polymarket favorite,37,2026-06-21T16:00:00Z,Spain vs. Saudi Arabia,team1_win,team1_win,NO Spain,True,-100.0,1357.979008208636
NO Polymarket favorite,38,2026-06-21T19:00:00Z,Belgium vs. IR Iran,draw,team1_win,NO Belgium,True,223.915781896707,1581.894790105343
NO Polymarket favorite,39,2026-06-21T22:00:00Z,Uruguay vs. Cabo Verde,draw,team1_win,NO Uruguay,True,221.19914346895087,1803.093933574294
NO Polymarket favorite,40,2026-06-22T01:00:00Z,New Zealand vs. Egypt,team2_win,team2_win,NO Egypt,True,-100.0,1703.093933574294
NO Polymarket favorite,41,2026-06-22T17:00:00Z,Argentina vs. Austria,team1_win,team1_win,NO Argentina,True,-100.0,1603.093933574294
NO Polymarket favorite,42,2026-06-22T21:00:00Z,France vs. Iraq,team1_win,team1_win,NO France,True,-100.0,1503.093933574294
NO Polymarket favorite,43,2026-06-23T00:00:00Z,Norway vs. Senegal,team1_win,team1_win,NO Norway,True,-100.0,1403.093933574294
NO Polymarket favorite,44,2026-06-23T03:00:00Z,Jordan vs. Algeria,team2_win,team2_win,NO Algeria,True,-100.0,1303.093933574294
NO Polymarket favorite,45,2026-06-23T17:00:00Z,Portugal vs. Uzbekistan,team1_win,team1_win,NO Portugal,True,-100.0,1203.093933574294
NO Polymarket favorite,46,2026-06-23T20:00:00Z,England vs. Ghana,draw,team1_win,NO England,True,482.90155440414503,1685.995487978439
NO Polymarket favorite,47,2026-06-23T23:00:00Z,Panama vs. Croatia,team2_win,team2_win,NO Croatia,True,-100.0,1585.995487978439
NO Polymarket favorite,48,2026-06-24T02:00:00Z,Colombia vs. DR Congo,team1_win,team1_win,NO Colombia,True,-100.0,1485.995487978439
NO Polymarket favorite,49,2026-06-24T19:00:00Z,Switzerland vs. Canada,team1_win,team1_win,NO Switzerland,True,-100.0,1385.995487978439
NO Polymarket favorite,50,2026-06-24T19:00:00Z,Bosnia-Herzegovina vs. Qatar,team1_win,team1_win,NO Bosnia-Herzegovina,True,-100.0,1285.995487978439
NO Polymarket favorite,51,2026-06-24T22:00:00Z,Morocco vs. Haiti,team1_win,team1_win,NO Morocco,True,-100.0,1185.995487978439
NO Polymarket favorite,52,2026-06-24T22:00:00Z,Scotland vs. Brazil,team2_win,team2_win,NO Brazil,True,-100.0,1085.995487978439
NO Polymarket favorite,53,2026-06-25T01:00:00Z,Czechia vs. Mexico,team2_win,team2_win,NO Mexico,True,-100.0,985.995487978439
NO Polymarket favorite,54,2026-06-25T01:00:00Z,South Africa vs. Korea Republic,team1_win,team2_win,NO Korea Republic,True,151.99496010079793,1137.990448079237
NO Polymarket favorite,55,2026-06-25T20:00:00Z,Ecuador vs. Germany,draw,team2_win,NO Germany,True,158.210799434225,1296.201247513462
NO Polymarket favorite,56,2026-06-25T20:00:00Z,Curaçao vs. Côte d'Ivoire,team2_win,team2_win,NO Côte d'Ivoire,True,-100.0,1196.201247513462
NO Polymarket underdog,1,2026-06-11T19:00:00Z,Mexico vs. South Africa,team1_win,team2_win,NO South Africa,True,11.73184357541901,11.73184357541901
NO Polymarket underdog,2,2026-06-12T02:00:00Z,Korea Republic vs. Czechia,team1_win,draw,NO Draw,True,45.98540145985397,57.71724503527298
NO Polymarket underdog,3,2026-06-12T19:00:00Z,Canada vs. Bosnia-Herzegovina,draw,team2_win,NO Bosnia-Herzegovina,True,24.13793103448276,81.85517606975574
NO Polymarket underdog,4,2026-06-13T01:00:00Z,United States vs. Paraguay,team1_win,team2_win,NO Paraguay,True,31.334135930830698,113.18931200058643
NO Polymarket underdog,5,2026-06-13T19:00:00Z,Qatar vs. Switzerland,draw,team1_win,NO Qatar,True,6.385650939813803,119.57496294040024
NO Polymarket underdog,6,2026-06-13T22:00:00Z,Brazil vs. Morocco,draw,team2_win,NO Morocco,True,19.760479041916177,139.3354419823164
NO Polymarket underdog,7,2026-06-14T01:00:00Z,Haiti vs. Scotland,team2_win,team1_win,NO Haiti,True,18.491211901783956,157.82665388410038
NO Polymarket underdog,8,2026-06-14T04:00:00Z,Australia vs. Türkiye,team1_win,team1_win,NO Australia,True,-100.0,57.82665388410037
NO Polymarket underdog,9,2026-06-14T17:00:00Z,Germany vs. Curaçao,team1_win,team2_win,NO Curaçao,True,2.194339569080528,60.02099345318089
NO Polymarket underdog,10,2026-06-14T20:00:00Z,Netherlands vs. Japan,draw,team2_win,NO Japan,True,34.39354910964274,94.41454256282364
NO Polymarket underdog,11,2026-06-14T23:00:00Z,Côte d'Ivoire vs. Ecuador,team1_win,team1_win,NO Côte d'Ivoire,True,-100.0,-5.585457437176359
NO Polymarket underdog,12,2026-06-15T02:00:00Z,Sweden vs. Tunisia,team1_win,team2_win,NO Tunisia,True,26.13875262789067,20.553295190714312
NO Polymarket underdog,13,2026-06-15T16:00:00Z,Spain vs. Cabo Verde,draw,team2_win,NO Cabo Verde,True,2.5842687023944766,23.13756389310879
NO Polymarket underdog,14,2026-06-15T19:00:00Z,Belgium vs. Egypt,draw,team2_win,NO Egypt,True,17.79333813232118,40.930902025429965
NO Polymarket underdog,15,2026-06-15T22:00:00Z,Saudi Arabia vs. Uruguay,draw,team1_win,NO Saudi Arabia,True,13.012086014754365,53.94298804018433
NO Polymarket underdog,16,2026-06-16T01:00:00Z,IR Iran vs. New Zealand,draw,team2_win,NO New Zealand,True,23.211718803477343,77.15470684366167
NO Polymarket underdog,17,2026-06-16T19:00:00Z,France vs. Senegal,team1_win,team2_win,NO Senegal,True,14.635078333970174,91.78978517763184
NO Polymarket underdog,18,2026-06-16T22:00:00Z,Iraq vs. Norway,team2_win,team1_win,NO Iraq,True,6.951871657753994,98.74165683538584
NO Polymarket underdog,19,2026-06-17T01:00:00Z,Argentina vs. Algeria,team1_win,team2_win,NO Algeria,True,13.410830734335132,112.15248756972098
NO Polymarket underdog,20,2026-06-17T04:00:00Z,Austria vs. Jordan,team1_win,team2_win,NO Jordan,True,11.815132314573251,123.96761988429422
NO Polymarket underdog,21,2026-06-17T17:00:00Z,Portugal vs. DR Congo,draw,team2_win,NO DR Congo,True,8.108108108108091,132.0757279924023
NO Polymarket underdog,22,2026-06-17T20:00:00Z,England vs. Croatia,team1_win,team2_win,NO Croatia,True,20.988069232061846,153.06379722446417
NO Polymarket underdog,23,2026-06-17T23:00:00Z,Ghana vs. Panama,team1_win,team2_win,NO Panama,True,41.33165829145729,194.39545551592144
NO Polymarket underdog,24,2026-06-18T02:00:00Z,Uzbekistan vs. Colombia,team2_win,team1_win,NO Uzbekistan,True,10.30763573967397,204.7030912555954
NO Polymarket underdog,25,2026-06-18T16:00:00Z,Czechia vs. South Africa,draw,team2_win,NO South Africa,True,25.698324022346377,230.4014152779418
NO Polymarket underdog,26,2026-06-18T19:00:00Z,Switzerland vs. Bosnia-Herzegovina,team1_win,team2_win,NO Bosnia-Herzegovina,True,17.141741507223717,247.5431567851655
NO Polymarket underdog,27,2026-06-18T22:00:00Z,Canada vs. Qatar,team1_win,team2_win,NO Qatar,True,9.147136403601852,256.6902931887674
NO Polymarket underdog,28,2026-06-19T01:00:00Z,Mexico vs. Korea Republic,team1_win,team2_win,NO Korea Republic,True,31.028207461328485,287.71850065009585
NO Polymarket underdog,29,2026-06-19T19:00:00Z,United States vs. Australia,team1_win,team2_win,NO Australia,True,22.06079305609712,309.77929370619296
